Measurement,Left CP,Right CP,Combined CR,Left CR,Right CR
375,70,31,4.227722772277228,6.1,13.774193548387096
376,77,27,4.105769230769231,5.545454545454546,15.814814814814815
377,77,34,3.8468468468468466,5.545454545454546,12.558823529411764
378,89,29,3.6186440677966103,4.797752808988764,14.724137931034482
379,103,31,3.1865671641791047,4.145631067961165,13.774193548387096
380,80,30,3.881818181818182,5.3375,14.233333333333333
381,84,23,3.9906542056074765,5.083333333333333,18.565217391304348
382,76,26,4.186274509803922,5.618421052631579,16.423076923076923
383,58,25,5.144578313253012,7.362068965517241,17.08
384,55,23,5.4743589743589745,7.763636363636364,18.565217391304348
385,30,19,8.714285714285714,14.233333333333333,22.473684210526315
386,24,27,8.372549019607844,17.791666666666668,15.814814814814815
387,25,45,6.1,17.08,9.488888888888889
388,21,56,5.545454545454546,20.333333333333332,7.625
389,25,54,5.405063291139241,17.08,7.907407407407407
390,20,88,3.9537037037037037,21.35,4.8522727272727275
391,21,60,5.271604938271605,20.333333333333332,7.116666666666666
392,24,84,3.9537037037037037,17.791666666666668,5.083333333333333
393,28,88,3.6810344827586206,15.25,4.8522727272727275
394,38,87,3.416,11.236842105263158,4.908045977011494
395,37,80,3.6495726495726495,11.54054054054054,5.3375
396,49,103,2.8092105263157894,8.714285714285714,4.145631067961165
397,68,36,4.105769230769231,6.279411764705882,11.86111111111111
398,80,29,3.9174311926605503,5.3375,14.724137931034482
399,85,34,3.588235294117647,5.023529411764706,12.558823529411764
400,92,32,3.443548387096774,4.641304347826087,13.34375
401,78,30,3.9537037037037037,5.4743589743589745,14.233333333333333
402,88,31,3.588235294117647,4.8522727272727275,13.774193548387096
403,78,23,4.227722772277228,5.4743589743589745,18.565217391304348
404,67,26,4.591397849462366,6.373134328358209,16.423076923076923
405,68,26,4.542553191489362,6.279411764705882,16.423076923076923
406,49,22,6.014084507042254,8.714285714285714,19.40909090909091
407,29,19,8.895833333333334,14.724137931034482,22.473684210526315
408,23,25,8.895833333333334,18.565217391304348,17.08
409,25,45,6.1,17.08,9.488888888888889
410,24,42,6.46969696969697,17.791666666666668,10.166666666666666
411,30,43,5.8493150684931505,14.233333333333333,9.930232558139535
412,21,100,3.5289256198347108,20.333333333333332,4.27
413,22,80,4.186274509803922,19.40909090909091,5.3375
414,25,85,3.881818181818182,17.08,5.023529411764706
415,30,98,3.3359375,14.233333333333333,4.357142857142857
416,33,82,3.7130434782608694,12.93939393939394,5.2073170731707314
417,38,69,3.9906542056074765,11.236842105263158,6.188405797101449
418,44,94,3.0942028985507246,9.704545454545455,4.542553191489362
419,82,36,3.6186440677966103,5.2073170731707314,11.86111111111111
420,90,27,3.6495726495726495,4.7444444444444445,15.814814814814815
421,96,32,3.3359375,4.447916666666667,13.34375
422,81,32,3.7787610619469025,5.271604938271605,13.34375
423,91,23,3.745614035087719,4.6923076923076925,18.565217391304348
424,81,25,4.028301886792453,5.271604938271605,17.08
425,61,23,5.083333333333333,7.0,18.565217391304348
426,71,23,4.542553191489362,6.014084507042254,18.565217391304348
427,67,28,4.494736842105263,6.373134328358209,15.25
428,53,23,5.618421052631579,8.056603773584905,18.565217391304348
429,29,21,8.54,14.724137931034482,20.333333333333332
430,23,26,8.714285714285714,18.565217391304348,16.423076923076923
431,24,39,6.777777777777778,17.791666666666668,10.948717948717949
432,23,36,7.237288135593221,18.565217391304348,11.86111111111111
433,31,63,4.542553191489362,13.774193548387096,6.777777777777778
434,25,68,4.591397849462366,17.08,6.279411764705882
435,22,86,3.9537037037037037,19.40909090909091,4.965116279069767
436,23,90,3.7787610619469025,18.565217391304348,4.7444444444444445
437,39,102,3.028368794326241,10.948717948717949,4.186274509803922
438,35,74,3.9174311926605503,12.2,5.77027027027027
439,39,78,3.6495726495726495,10.948717948717949,5.4743589743589745
440,44,97,3.028368794326241,9.704545454545455,4.402061855670103
441,99,41,3.05,4.313131313131313,10.414634146341463
442,70,30,4.27,6.1,14.233333333333333
443,89,32,3.5289256198347108,4.797752808988764,13.34375
444,84,32,3.6810344827586206,5.083333333333333,13.34375
445,87,21,3.9537037037037037,4.908045977011494,20.333333333333332
446,77,23,4.27,5.545454545454546,18.565217391304348
447,57,23,5.3375,7.491228070175438,18.565217391304348
448,54,23,5.545454545454546,7.907407407407407,18.565217391304348
449,57,29,4.965116279069767,7.491228070175438,14.724137931034482
450,52,22,5.77027027027027,8.211538461538462,19.40909090909091
451,32,21,8.056603773584905,13.34375,20.333333333333332
452,24,28,8.211538461538462,17.791666666666668,15.25
453,26,42,6.279411764705882,16.423076923076923,10.166666666666666
454,23,51,5.77027027027027,18.565217391304348,8.372549019607844
455,29,66,4.494736842105263,14.724137931034482,6.46969696969697
456,25,98,3.4715447154471546,17.08,4.357142857142857
457,23,108,3.2595419847328246,18.565217391304348,3.9537037037037037
458,30,110,3.05,14.233333333333333,3.881818181818182
459,37,118,2.7548387096774194,11.54054054054054,3.6186440677966103
460,37,86,3.4715447154471546,11.54054054054054,4.965116279069767
461,39,90,3.310077519379845,10.948717948717949,4.7444444444444445
462,47,84,3.2595419847328246,9.085106382978724,5.083333333333333
463,81,43,3.443548387096774,5.271604938271605,9.930232558139535
464,60,33,4.591397849462366,7.116666666666666,12.93939393939394
465,57,36,4.591397849462366,7.491228070175438,11.86111111111111
466,92,32,3.443548387096774,4.641304347826087,13.34375
467,80,21,4.227722772277228,5.3375,20.333333333333332
468,55,23,5.4743589743589745,7.763636363636364,18.565217391304348
469,47,26,5.8493150684931505,9.085106382978724,16.423076923076923
470,59,25,5.083333333333333,7.237288135593221,17.08
471,60,27,4.908045977011494,7.116666666666666,15.814814814814815
472,56,24,5.3375,7.625,17.791666666666668
473,33,21,7.907407407407407,12.93939393939394,20.333333333333332
474,23,27,8.54,18.565217391304348,15.814814814814815
475,26,32,7.362068965517241,16.423076923076923,13.34375
476,25,51,5.618421052631579,17.08,8.372549019607844
477,26,83,3.9174311926605503,16.423076923076923,5.144578313253012
478,23,90,3.7787610619469025,18.565217391304348,4.7444444444444445
479,29,110,3.0719424460431655,14.724137931034482,3.881818181818182
480,31,116,2.9047619047619047,13.774193548387096,3.6810344827586206
481,39,107,2.9246575342465753,10.948717948717949,3.9906542056074765
482,33,69,4.186274509803922,12.93939393939394,6.188405797101449
483,42,68,3.881818181818182,10.166666666666666,6.279411764705882
484,49,80,3.310077519379845,8.714285714285714,5.3375
