Measurement,Azimuth,Elevation,Frequency,Magnitude
159,325.0,0.0,16968.75,-22.307453645545134
159,325.0,0.0,17062.5,-26.28183271096309
159,325.0,0.0,17109.375,-31.257138012105365
159,325.0,0.0,17156.25,-39.07632393353048
159,325.0,0.0,17203.125,-31.64076146422421
159,325.0,0.0,17250.0,-26.68009056806862
159,325.0,0.0,17296.875,-24.160843193519582
159,325.0,0.0,17390.625,-23.084878563229847
159,325.0,0.0,17484.375,-26.129529866219055
159,325.0,0.0,17531.25,-30.709225584196975
159,325.0,0.0,17578.125,-41.2941437167758
159,325.0,0.0,17625.0,-33.25978758184817
159,325.0,0.0,17671.875,-27.303643672280284
159,325.0,0.0,17718.75,-24.447866053237004
159,325.0,0.0,17812.5,-23.167790294202042
159,325.0,0.0,17906.25,-25.918317632889316
159,325.0,0.0,17953.125,-30.25852296706093
159,325.0,0.0,18000.0,-41.41533666994743
159,325.0,0.0,18093.75,-27.904956005786236
159,325.0,0.0,18140.625,-24.690981392427577
159,325.0,0.0,18234.375,-22.64691663159363
159,325.0,0.0,18375.0,-25.277872680466366
159,325.0,0.0,18468.75,-33.016069925726605
159,325.0,0.0,18515.625,-40.9513556334759
159,325.0,0.0,18609.375,-32.7408444959157
159,325.0,0.0,18656.25,-30.43341213493302
159,325.0,0.0,18796.875,-30.50937697726327
159,325.0,0.0,19031.25,-41.45176069373055
159,325.0,0.0,19171.875,-43.808660351844516
159,325.0,0.0,19312.5,-38.99784998432397
159,325.0,0.0,19453.125,-38.39511647985037
159,325.0,0.0,19640.625,-46.36982832316858
159,325.0,0.0,19828.125,-44.90177396394346
159,325.0,0.0,19968.75,-48.952116880309475
160,325.0,10.0,0.0,-20.43052384105699
160,325.0,10.0,140.625,-14.584233113981528
160,325.0,10.0,468.75,-12.58792438163869
160,325.0,10.0,656.25,-13.730320016124743
160,325.0,10.0,796.875,-21.97098473866142
160,325.0,10.0,937.5,-15.231187271685608
160,325.0,10.0,1453.125,-11.492554749156987
160,325.0,10.0,1546.875,-12.830358681773445
160,325.0,10.0,1968.75,-11.916442472525118
160,325.0,10.0,2109.375,-13.228980824792366
160,325.0,10.0,2437.5,-11.103053697241265
160,325.0,10.0,2625.0,-17.81168579207267
160,325.0,10.0,2765.625,-9.408516012916444
160,325.0,10.0,2859.375,-8.128476425647166
160,325.0,10.0,3046.875,-12.61907792742148
160,325.0,10.0,3187.5,-5.603811765901068
160,325.0,10.0,3328.125,-4.236659436183949
160,325.0,10.0,3515.625,-9.617563068168856
160,325.0,10.0,3750.0,-6.794668517811303
160,325.0,10.0,3937.5,-12.491493482172148
160,325.0,10.0,4078.125,-8.068382830942664
160,325.0,10.0,4640.625,-6.713041186137651
160,325.0,10.0,5250.0,-13.025935458976315
160,325.0,10.0,5812.5,-15.252834506219784
160,325.0,10.0,5953.125,-13.045613702479502
160,325.0,10.0,6375.0,-14.931058288727007
160,325.0,10.0,6750.0,-20.51528452489685
160,325.0,10.0,6843.75,-26.224809047455228
160,325.0,10.0,6890.625,-34.14965975477362
160,325.0,10.0,6937.5,-39.54761073293979
160,325.0,10.0,6984.375,-28.418740853405566
160,325.0,10.0,7031.25,-24.471312235381777
160,325.0,10.0,7078.125,-22.6253142271946
160,325.0,10.0,7406.25,-20.266318223833927
160,325.0,10.0,7640.625,-21.109058668961065
160,325.0,10.0,7828.125,-28.667114914768497
160,325.0,10.0,7968.75,-41.704276156897315
160,325.0,10.0,8062.5,-35.49982638216206
160,325.0,10.0,8156.25,-32.23861752820425
160,325.0,10.0,8578.125,-25.844445347302624
160,325.0,10.0,8812.5,-27.09294146449271
160,325.0,10.0,9000.0,-36.14123741373652
160,325.0,10.0,9187.5,-27.461128295432793
160,325.0,10.0,9421.875,-26.08945859304824
160,325.0,10.0,9609.375,-21.343033039720662
160,325.0,10.0,10171.875,-13.816780909200014
160,325.0,10.0,10921.875,-9.555272218817596
160,325.0,10.0,12046.875,-13.890633083104397
160,325.0,10.0,12609.375,-25.266413283318645
160,325.0,10.0,12984.375,-20.287586132673386
160,325.0,10.0,13687.5,-26.5952470194603
160,325.0,10.0,14296.875,-18.595016591464077
160,325.0,10.0,14953.125,-17.394425331429844
160,325.0,10.0,15421.875,-22.16056918627635
160,325.0,10.0,15656.25,-27.056856481174712
160,325.0,10.0,16218.75,-24.024685264673384
160,325.0,10.0,16875.0,-25.701187431402346
160,325.0,10.0,17203.125,-31.80676605928659
160,325.0,10.0,17484.375,-27.367031306826245
160,325.0,10.0,17859.375,-28.94814313919816
160,325.0,10.0,18000.0,-25.399440455477645
160,325.0,10.0,18140.625,-27.12294469664622
160,325.0,10.0,18281.25,-35.630681043018015
160,325.0,10.0,18468.75,-31.35192969490493
160,325.0,10.0,18750.0,-30.676014830367528
160,325.0,10.0,18937.5,-36.935227055805946
160,325.0,10.0,19218.75,-33.97786751604566
160,325.0,10.0,19312.5,-35.657611183155325
160,325.0,10.0,19453.125,-42.098026786369765
160,325.0,10.0,19546.875,-50.723963588969376
160,325.0,10.0,19593.75,-59.267683249201575
160,325.0,10.0,19640.625,-64.20338117100435
160,325.0,10.0,19687.5,-56.46749102031159
160,325.0,10.0,19734.375,-53.583038778325346
160,325.0,10.0,19828.125,-52.61296997609271
160,325.0,10.0,19968.75,-55.72170492971911
161,325.0,20.0,0.0,-21.32867276075369
161,325.0,20.0,187.5,-14.280153129008633
161,325.0,20.0,515.625,-12.63277029928034
161,325.0,20.0,703.125,-18.416183578954577
161,325.0,20.0,1171.875,-13.489641496346536
161,325.0,20.0,1546.875,-13.660113721864175
161,325.0,20.0,1687.5,-11.25587101302009
161,325.0,20.0,1968.75,-14.51077338919656
161,325.0,20.0,2015.625,-13.05927506808147
161,325.0,20.0,2156.25,-12.129427139138956
161,325.0,20.0,2296.875,-17.55704637946952
161,325.0,20.0,2437.5,-10.63460781089574
161,325.0,20.0,2531.25,-9.87149796088006
161,325.0,20.0,2671.875,-14.13248892219975
161,325.0,20.0,2859.375,-7.479128204026208
161,325.0,20.0,2906.25,-7.369325160906366
161,325.0,20.0,3093.75,-12.275706942757697
161,325.0,20.0,3281.25,-6.038304158697356
161,325.0,20.0,3468.75,-8.387336121633455
161,325.0,20.0,3656.25,-5.339515779072737
161,325.0,20.0,3890.625,-8.815291370799065
161,325.0,20.0,4031.25,-5.9297412647370535
161,325.0,20.0,4593.75,-7.353414462998709
161,325.0,20.0,5906.25,-11.540652939334544
161,325.0,20.0,6515.625,-19.765269996884857
161,325.0,20.0,6843.75,-14.008075844975666
161,325.0,20.0,7171.875,-19.169076456831903
161,325.0,20.0,7359.375,-25.70024633903431
161,325.0,20.0,7406.25,-25.814782971458474
161,325.0,20.0,7453.125,-23.739451525076284
161,325.0,20.0,7593.75,-20.390977600510208
161,325.0,20.0,7734.375,-23.166334975322446
161,325.0,20.0,8015.625,-21.857544023830428
161,325.0,20.0,8203.125,-29.54533748725475
161,325.0,20.0,8390.625,-28.052960308588744
161,325.0,20.0,8484.375,-33.28339520780789
161,325.0,20.0,8531.25,-40.46367590519128
161,325.0,20.0,8578.125,-50.46925422090105
161,325.0,20.0,8625.0,-38.10442245112861
161,325.0,20.0,8671.875,-34.40350695751822
161,325.0,20.0,8718.75,-33.15593754306635
161,325.0,20.0,8859.375,-33.93969556671701
161,325.0,20.0,9234.375,-29.696010499670688
161,325.0,20.0,9468.75,-28.612664613484952
161,325.0,20.0,9750.0,-20.593455736822424
161,325.0,20.0,9937.5,-20.923772852294793
161,325.0,20.0,10078.125,-18.525162500756213
161,325.0,20.0,10546.875,-12.395714261283146
161,325.0,20.0,10781.25,-13.358832154229324
161,325.0,20.0,11343.75,-10.828627087273285
161,325.0,20.0,11859.375,-14.99275003319996
161,325.0,20.0,12703.125,-23.35130166511153
161,325.0,20.0,13125.0,-23.75099426041936
161,325.0,20.0,13500.0,-25.758561583575336
161,325.0,20.0,13921.875,-26.367226539642036
161,325.0,20.0,14718.75,-19.128743857785434
161,325.0,20.0,15187.5,-23.497027821325034
161,325.0,20.0,15468.75,-25.951620979995322
161,325.0,20.0,16171.875,-21.61812992025516
161,325.0,20.0,16546.875,-28.77487575649525
161,325.0,20.0,16921.875,-23.306301392041505
161,325.0,20.0,17343.75,-22.80650573568713
161,325.0,20.0,17531.25,-24.96617884651141
161,325.0,20.0,17718.75,-34.353661960411934
161,325.0,20.0,17906.25,-31.905637115687757
161,325.0,20.0,18093.75,-37.169138079110155
161,325.0,20.0,18234.375,-30.30638644014843
161,325.0,20.0,18375.0,-30.08901363111524
161,325.0,20.0,18515.625,-36.13651513415201
161,325.0,20.0,18750.0,-33.37866541588092
161,325.0,20.0,18796.875,-34.44959248848787
161,325.0,20.0,18890.625,-40.25228106404116
161,325.0,20.0,18937.5,-46.61903864808981
161,325.0,20.0,18984.375,-61.86058629245818
161,325.0,20.0,19031.25,-50.24199598576886
161,325.0,20.0,19078.125,-46.39473797046139
161,325.0,20.0,19218.75,-45.84079421899135
161,325.0,20.0,19406.25,-40.62130026410674
161,325.0,20.0,19828.125,-46.196227731594504
161,325.0,20.0,19968.75,-54.09504384549723
162,325.0,30.0,0.0,-22.30825801908764
162,325.0,30.0,298.46938775510205,-12.376160238114823
162,325.0,30.0,703.125,-18.31326119835926
162,325.0,30.0,1125.0,-13.047077843910188
162,325.0,30.0,1500.0,-12.740288996123105
162,325.0,30.0,1687.5,-14.579828263071837
162,325.0,30.0,1875.0,-12.953108437941493
162,325.0,30.0,2015.625,-13.464887468875313
162,325.0,30.0,2203.125,-11.54824158847776
162,325.0,30.0,2390.625,-13.487874995686262
162,325.0,30.0,3140.625,-7.979453535429454
162,325.0,30.0,3375.0,-9.183391339579495
162,325.0,30.0,3750.0,-4.4280648964298
162,325.0,30.0,4031.25,-5.777464230441364
162,325.0,30.0,4218.75,-9.2656237221
162,325.0,30.0,4640.625,-6.250739147502235
162,325.0,30.0,5343.75,-9.746008616875823
162,325.0,30.0,6093.75,-12.097625877156
162,325.0,30.0,6234.375,-12.649249459487036
162,325.0,30.0,6375.0,-15.313907306978427
162,325.0,30.0,6562.5,-13.710698238909309
162,325.0,30.0,6937.5,-17.163971905207017
162,325.0,30.0,7101.5625,-26.72074629391222
162,325.0,30.0,7218.75,-20.81250185011158
162,325.0,30.0,7500.0,-16.20424069245671
162,325.0,30.0,7734.375,-21.60692360616997
162,325.0,30.0,7828.125,-31.30408151029235
162,325.0,30.0,7875.0,-35.27589024072745
162,325.0,30.0,7968.75,-30.119753046296655
162,325.0,30.0,8062.5,-30.232597007963903
162,325.0,30.0,8343.75,-24.20275951094308
162,325.0,30.0,8531.25,-28.400203128901538
162,325.0,30.0,8625.0,-34.07213662942953
162,325.0,30.0,8812.5,-28.854874574749378
162,325.0,30.0,9046.875,-30.13848304664758
162,325.0,30.0,9140.625,-26.376771106895255
162,325.0,30.0,9234.375,-24.978798980979892
162,325.0,30.0,9468.75,-30.345025824593957
162,325.0,30.0,9773.4375,-25.004520941638248
162,325.0,30.0,10031.25,-20.010990641019188
162,325.0,30.0,10125.0,-20.20512211217874
162,325.0,30.0,10640.625,-15.35078246438914
162,325.0,30.0,11203.125,-13.669237616011054
162,325.0,30.0,12328.125,-22.531573400873857
162,325.0,30.0,12468.75,-26.838026727992744
162,325.0,30.0,12937.5,-21.452746520299343
162,325.0,30.0,13546.875,-26.298810196179172
162,325.0,30.0,13851.5625,-25.67147835054252
162,325.0,30.0,14015.625,-29.025732711355957
162,325.0,30.0,14343.75,-27.249655808958178
162,325.0,30.0,14578.125,-22.13971635412139
162,325.0,30.0,14812.5,-24.14621210125776
162,325.0,30.0,15093.75,-21.50699785215019
162,325.0,30.0,15515.625,-26.7255702172104
162,325.0,30.0,15843.75,-22.690305699848267
162,325.0,30.0,16265.625,-27.100525777450642
162,325.0,30.0,16453.125,-30.88790451780255
162,325.0,30.0,16875.0,-27.87374913424587
162,325.0,30.0,17203.125,-33.32853311129648
162,325.0,30.0,17437.5,-38.61049306530952
162,325.0,30.0,17578.125,-42.45972288123224
162,325.0,30.0,17859.375,-35.293534399477956
162,325.0,30.0,18000.0,-36.11050336116382
162,325.0,30.0,18281.25,-31.980398649469617
162,325.0,30.0,18468.75,-35.22006362980028
162,325.0,30.0,18609.375,-47.884049947069435
162,325.0,30.0,18656.25,-72.99274987340736
162,325.0,30.0,18703.125,-49.839342682051495
162,325.0,30.0,18984.375,-33.49989398611263
162,325.0,30.0,19125.0,-34.236621397059665
162,325.0,30.0,19406.25,-50.34537408989668
162,325.0,30.0,19453.125,-54.15434744627282
162,325.0,30.0,19500.0,-54.458498979846865
162,325.0,30.0,19593.75,-47.11359348872252
162,325.0,30.0,19734.375,-42.72258839424279
162,325.0,30.0,19968.75,-50.00875195594361
163,325.0,45.0,0.0,-22.771344120181816
163,325.0,45.0,140.625,-15.580732179473731
163,325.0,45.0,281.25,-12.19135362770093
163,325.0,45.0,656.25,-16.18888008431051
163,325.0,45.0,1078.125,-13.634030430547222
163,325.0,45.0,1968.75,-13.494817365698959
163,325.0,45.0,2390.625,-10.598476823336073
163,325.0,45.0,2671.875,-12.173480943924536
163,325.0,45.0,2953.125,-9.848920536983332
163,325.0,45.0,3609.375,-6.6803718727981645
163,325.0,45.0,4500.0,-6.390083812859935
163,325.0,45.0,4687.5,-7.327232354911296
163,325.0,45.0,5625.0,-9.503793265818912
163,325.0,45.0,6140.625,-12.99950273967976
163,325.0,45.0,6562.5,-16.98587761094305
163,325.0,45.0,6796.875,-12.980538812096901
163,325.0,45.0,7031.25,-15.783259117474145
163,325.0,45.0,7218.75,-25.30466046932957
163,325.0,45.0,7265.625,-22.917603498271507
163,325.0,45.0,7406.25,-17.228647349042234
163,325.0,45.0,7687.5,-18.59925574358403
163,325.0,45.0,7921.875,-24.93582264344742
163,325.0,45.0,8109.375,-20.626337245712428
163,325.0,45.0,8578.125,-25.49702295108743
163,325.0,45.0,9046.875,-22.85866515848019
163,325.0,45.0,9421.875,-28.26313181142655
163,325.0,45.0,9703.125,-23.204346850791666
163,325.0,45.0,9796.875,-23.318862760517437
163,325.0,45.0,10875.0,-11.515015672131392
163,325.0,45.0,11812.5,-12.896342499682971
163,325.0,45.0,12281.25,-18.261169259847744
163,325.0,45.0,13078.125,-17.17914098679803
163,325.0,45.0,13781.25,-22.385237894976527
163,325.0,45.0,13968.75,-22.41928293107712
163,325.0,45.0,14250.0,-27.412917210299184
163,325.0,45.0,14437.5,-21.298482448221954
163,325.0,45.0,14625.0,-21.743412670549315
163,325.0,45.0,15234.375,-21.33392801844508
163,325.0,45.0,15328.125,-23.199713680437892
163,325.0,45.0,15750.0,-24.675732054553738
163,325.0,45.0,15984.375,-27.332226862210398
163,325.0,45.0,16265.625,-22.81522472616632
163,325.0,45.0,16500.0,-24.15055504930177
163,325.0,45.0,16734.375,-31.437642779501672
163,325.0,45.0,16875.0,-29.199702454460017
163,325.0,45.0,17109.375,-26.840232302809056
163,325.0,45.0,17250.0,-29.868315607938424
163,325.0,45.0,17390.625,-40.783740333694425
163,325.0,45.0,17484.375,-35.96501401035531
163,325.0,45.0,17859.375,-35.05845564147201
163,325.0,45.0,17953.125,-39.208937526844835
163,325.0,45.0,18000.0,-43.99447665607138
163,325.0,45.0,18046.875,-53.4153336924052
163,325.0,45.0,18093.75,-54.87302591522661
163,325.0,45.0,18140.625,-49.28802698092712
163,325.0,45.0,18187.5,-48.783298194880146
163,325.0,45.0,18234.375,-51.550828912193076
163,325.0,45.0,18281.25,-58.74863372140221
163,325.0,45.0,18375.0,-48.648041670834516
163,325.0,45.0,18421.875,-46.074221142911746
163,325.0,45.0,18562.5,-44.958597014008014
163,325.0,45.0,18796.875,-39.753649039430876
163,325.0,45.0,18937.5,-39.76959107925153
163,325.0,45.0,19031.25,-44.0961977690556
163,325.0,45.0,19078.125,-49.00299779943145
163,325.0,45.0,19125.0,-59.53723346019734
163,325.0,45.0,19218.75,-48.71872840915745
163,325.0,45.0,19265.625,-45.573661026438536
163,325.0,45.0,19453.125,-38.02949676034612
163,325.0,45.0,19640.625,-36.95137528517507
163,325.0,45.0,19828.125,-42.85775930974527
163,325.0,45.0,19968.75,-52.42097812990089
164,325.0,60.0,0.0,-22.359546555283778
164,325.0,60.0,140.625,-15.30238384548226
164,325.0,60.0,281.25,-11.99213941131009
164,325.0,60.0,656.25,-16.206390979743652
164,325.0,60.0,937.5,-13.882816197082317
164,325.0,60.0,1921.875,-13.668836839884296
164,325.0,60.0,2015.625,-11.71426567782509
164,325.0,60.0,2250.0,-12.184784572579362
164,325.0,60.0,2812.5,-10.432477547724888
164,325.0,60.0,3093.75,-8.567444732010564
164,325.0,60.0,3750.0,-7.383566327755067
164,325.0,60.0,4640.625,-9.216247819199117
164,325.0,60.0,5296.875,-8.829731742083778
164,325.0,60.0,5390.625,-9.949776403362794
164,325.0,60.0,6515.625,-12.517385174704827
164,325.0,60.0,6890.625,-15.30310495708188
164,325.0,60.0,7171.875,-14.172775769482351
164,325.0,60.0,8343.75,-19.508384517635044
164,325.0,60.0,9281.25,-19.27725198694199
164,325.0,60.0,9515.625,-20.676709910752102
164,325.0,60.0,10171.875,-20.77172807915769
164,325.0,60.0,10312.5,-18.94844676227888
164,325.0,60.0,11390.625,-11.201417493679905
164,325.0,60.0,12750.0,-16.195182720601085
164,325.0,60.0,13500.0,-17.138499162549262
164,325.0,60.0,13921.875,-23.708758773177006
164,325.0,60.0,14390.625,-22.819138336413964
164,325.0,60.0,14531.25,-20.17865965994078
164,325.0,60.0,15562.5,-22.3605716512704
164,325.0,60.0,15843.75,-26.365382502948258
164,325.0,60.0,16078.125,-23.483795298170016
164,325.0,60.0,16406.25,-26.90747146453792
164,325.0,60.0,16687.5,-24.166240341053726
164,325.0,60.0,17109.375,-30.209507613942765
164,325.0,60.0,17296.875,-27.485077502670265
164,325.0,60.0,17718.75,-33.369297039861266
164,325.0,60.0,17953.125,-30.40675190072925
164,325.0,60.0,18562.5,-39.26341134093153
164,325.0,60.0,18750.0,-33.545255583863955
164,325.0,60.0,18937.5,-33.902647575841236
164,325.0,60.0,19125.0,-42.91090342193494
164,325.0,60.0,19218.75,-41.05993371119793
164,325.0,60.0,19406.25,-38.333962415386715
164,325.0,60.0,19593.75,-41.62781335815719
164,325.0,60.0,19921.875,-46.97924735732119
164,325.0,60.0,19968.75,-49.078087871054585
165,325.0,75.0,0.0,-22.524511934321275
165,325.0,75.0,93.75,-17.947388204491435
165,325.0,75.0,234.375,-12.531663281725768
165,325.0,75.0,656.25,-14.485167250343073
165,325.0,75.0,1218.75,-13.166603127843205
165,325.0,75.0,1640.625,-13.597800859587963
165,325.0,75.0,3890.625,-6.776985607500713
165,325.0,75.0,4968.75,-7.371154640104986
165,325.0,75.0,5531.25,-9.841602252752518
165,325.0,75.0,7406.25,-13.13527465545134
165,325.0,75.0,8437.5,-17.118633621216098
165,325.0,75.0,8859.375,-16.2231827389089
165,325.0,75.0,11109.375,-13.462596475520582
165,325.0,75.0,11390.625,-12.375890382895927
165,325.0,75.0,13171.875,-14.539397222820412
165,325.0,75.0,13968.75,-20.189338882934766
165,325.0,75.0,14578.125,-18.374853195736137
165,325.0,75.0,15281.25,-19.98392730196966
165,325.0,75.0,15562.5,-23.89854606419245
165,325.0,75.0,16734.375,-25.687156244838686
165,325.0,75.0,16828.125,-24.573134549773048
165,325.0,75.0,17250.0,-26.943477275229355
165,325.0,75.0,17343.75,-25.938101217124764
165,325.0,75.0,17812.5,-29.90397777147396
165,325.0,75.0,17953.125,-28.85588820355197
165,325.0,75.0,18562.5,-31.036924948684046
165,325.0,75.0,18796.875,-34.214557218924
165,325.0,75.0,19734.375,-35.832170642096
165,325.0,75.0,19875.0,-40.16672923776369
165,325.0,75.0,19968.75,-47.40753856069973
166,145.0,75.0,0.0,-21.77563979157407
166,145.0,75.0,93.75,-16.784512690441467
166,145.0,75.0,234.375,-12.111605803411454
166,145.0,75.0,468.75,-12.604467319623675
166,145.0,75.0,1875.0,-11.800948782045273
166,145.0,75.0,2859.375,-7.345984638071484
166,145.0,75.0,4078.125,-4.938858932597155
166,145.0,75.0,6375.0,-9.603268166373196
166,145.0,75.0,7312.5,-9.035630376707239
166,145.0,75.0,8390.625,-16.002640464373172
166,145.0,75.0,9515.625,-13.108548050872725
166,145.0,75.0,10359.375,-9.028087058454961
166,145.0,75.0,11156.25,-7.368746823599742
166,145.0,75.0,12703.125,-13.251672291524764
166,145.0,75.0,12937.5,-12.181605088441254
166,145.0,75.0,14203.125,-18.54625649804068
166,145.0,75.0,14765.625,-14.571986542816552
166,145.0,75.0,15656.25,-18.716343119077962
166,145.0,75.0,16171.875,-19.037878442750976
166,145.0,75.0,17015.625,-20.357902892758208
166,145.0,75.0,19546.875,-32.97588983349174
166,145.0,75.0,19734.375,-31.485678263892307
166,145.0,75.0,19875.0,-35.0434244182116
166,145.0,75.0,19968.75,-42.11809308921944
167,145.0,60.0,0.0,-21.50642170560948
167,145.0,60.0,82.2704081632653,-17.386043959324965
167,145.0,60.0,1031.25,-12.712593459168213
167,145.0,60.0,1734.375,-9.565186674848949
167,145.0,60.0,2296.875,-10.495001088137704
167,145.0,60.0,3609.375,-4.015925120342447
167,145.0,60.0,4640.625,-3.535116418685671
167,145.0,60.0,5062.5,-5.968479663071217
167,145.0,60.0,5671.875,-6.6358182219356685
167,145.0,60.0,6328.125,-8.946009885034988
167,145.0,60.0,7125.0,-7.860232589405515
167,145.0,60.0,7734.375,-11.517608454148842
167,145.0,60.0,8015.625,-14.346023278108055
167,145.0,60.0,9187.5,-14.753959118683186
167,145.0,60.0,10968.75,-6.62745898753623
167,145.0,60.0,12000.0,-8.262635575518878
167,145.0,60.0,12562.5,-13.066281211651765
167,145.0,60.0,13171.875,-11.59975430716702
167,145.0,60.0,14015.625,-15.386163879873735
167,145.0,60.0,14671.875,-13.840613442567262
167,145.0,60.0,15960.9375,-17.94630403946706
167,145.0,60.0,17062.5,-17.990838755639928
167,145.0,60.0,18656.25,-27.054460117848706
167,145.0,60.0,19500.0,-36.28233506684722
167,145.0,60.0,19734.375,-33.47536357308849
167,145.0,60.0,19968.75,-42.26654934872641
168,145.0,45.0,0.0,-22.318588194752664
168,145.0,45.0,187.5,-13.185003640700621
168,145.0,45.0,609.375,-10.097571782727018
168,145.0,45.0,1265.625,-12.519953805709688
168,145.0,45.0,1828.125,-8.32722079888926
168,145.0,45.0,2671.875,-9.697855415735818
168,145.0,45.0,3656.25,-2.087397319415259
168,145.0,45.0,5718.75,-6.612709630646954
168,145.0,45.0,7453.125,-8.714265051366306
168,145.0,45.0,8390.625,-19.366551582754578
168,145.0,45.0,8718.75,-18.38459976250739
168,145.0,45.0,9609.375,-19.554888336960264
168,145.0,45.0,10218.75,-15.077364738522425
168,145.0,45.0,11062.5,-11.016878539793867
168,145.0,45.0,12656.25,-16.790786661399476
168,145.0,45.0,14531.25,-14.026598706248947
168,145.0,45.0,15937.5,-20.141237440583428
168,145.0,45.0,16453.125,-19.532883167737722
168,145.0,45.0,18140.625,-26.684257032564688
168,145.0,45.0,18375.0,-29.366924629180883
168,145.0,45.0,18609.375,-33.73597121908906
168,145.0,45.0,18843.75,-35.60136159257849
168,145.0,45.0,19031.25,-41.98696058929702
168,145.0,45.0,19500.0,-45.625407662987016
168,145.0,45.0,19687.5,-44.98348919728062
168,145.0,45.0,19828.125,-47.26803090340408
168,145.0,45.0,19921.875,-53.58008564409662
168,145.0,45.0,19968.75,-59.57879882236206
169,145.0,30.0,0.0,-22.502198090152213
169,145.0,30.0,187.5,-13.036646256748027
169,145.0,30.0,609.375,-9.226585063672227
169,145.0,30.0,1593.75,-11.355223400275744
169,145.0,30.0,2015.625,-8.182065536553656
169,145.0,30.0,4546.875,-2.3624815587660635
169,145.0,30.0,5390.625,-6.569269654033398
169,145.0,30.0,7406.25,-8.694739329697851
169,145.0,30.0,7640.625,-11.605328171047312
169,145.0,30.0,8203.125,-23.971148922428927
169,145.0,30.0,8390.625,-33.83115761281224
169,145.0,30.0,8484.375,-42.38032401164691
169,145.0,30.0,8531.25,-51.46188665481154
169,145.0,30.0,8578.125,-41.052844739284154
169,145.0,30.0,8625.0,-35.05084372563792
169,145.0,30.0,8671.875,-31.515029335372073
169,145.0,30.0,8765.625,-27.693407975087375
169,145.0,30.0,8953.125,-25.667589763384196
169,145.0,30.0,9375.0,-30.251627677381993
169,145.0,30.0,9890.625,-20.470972788569988
169,145.0,30.0,10218.75,-18.74316886801987
169,145.0,30.0,10687.5,-21.744719560195964
169,145.0,30.0,10875.0,-27.7476856834089
169,145.0,30.0,10968.75,-24.275683749235448
169,145.0,30.0,11296.875,-19.224693642038616
169,145.0,30.0,12328.125,-19.790446439079457
169,145.0,30.0,14531.25,-11.131951952089372
169,145.0,30.0,17765.625,-23.39537308039863
169,145.0,30.0,18375.0,-26.848805531605134
169,145.0,30.0,18843.75,-30.787267875882627
169,145.0,30.0,19031.25,-36.093047720134706
169,145.0,30.0,19406.25,-40.96457934808762
169,145.0,30.0,19875.0,-39.44499721148662
169,145.0,30.0,19968.75,-43.26998071633372
170,145.0,20.0,0.0,-22.51162136727761
170,145.0,20.0,187.5,-13.072844021496115
170,145.0,20.0,750.0,-7.866637280824381
170,145.0,20.0,1687.5,-10.86055610174571
170,145.0,20.0,3187.5,-4.268419464715897
170,145.0,20.0,3515.625,-4.398273278607293
170,145.0,20.0,7078.125,-9.153743472714892
170,145.0,20.0,7546.875,-17.02946546707414
170,145.0,20.0,7734.375,-23.991368690924045
170,145.0,20.0,7828.125,-32.358126477860736
170,145.0,20.0,7875.0,-32.86380541272264
170,145.0,20.0,7968.75,-27.156142175773983
170,145.0,20.0,8203.125,-21.686308976591313
170,145.0,20.0,8531.25,-19.098374340165563
170,145.0,20.0,9234.375,-25.73750545051093
170,145.0,20.0,9937.5,-13.440117426067053
170,145.0,20.0,11531.25,-8.338268897183768
170,145.0,20.0,12703.125,-13.89443429299179
170,145.0,20.0,14718.75,-8.980260794177987
170,145.0,20.0,15515.625,-13.684680972728255
170,145.0,20.0,16875.0,-17.746875874777803
170,145.0,20.0,17953.125,-24.340611873345267
170,145.0,20.0,18515.625,-30.208465208007322
170,145.0,20.0,18843.75,-38.05241654173323
170,145.0,20.0,18984.375,-38.880209727078594
170,145.0,20.0,19546.875,-36.32001571994241
170,145.0,20.0,19875.0,-33.16553979394712
170,145.0,20.0,19968.75,-35.36629781429254
171,145.0,10.0,0.0,-22.665625535826575
171,145.0,10.0,187.5,-13.120397652909658
171,145.0,10.0,703.125,-7.9684662029371855
171,145.0,10.0,2296.875,-10.332716925293498
171,145.0,10.0,3562.5,-3.2876891186746136
171,145.0,10.0,4171.875,-4.537767972236409
171,145.0,10.0,5484.375,-12.606643739493647
171,145.0,10.0,6000.0,-9.238640438215775
171,145.0,10.0,7171.875,-11.009895673223062
171,145.0,10.0,7875.0,-19.91723881757461
171,145.0,10.0,8625.0,-28.349228286527648
171,145.0,10.0,9187.5,-18.368928113531844
171,145.0,10.0,10078.125,-9.079923361606093
171,145.0,10.0,11203.125,-6.546039958061608
171,145.0,10.0,12703.125,-11.739201302662906
171,145.0,10.0,14671.875,-9.207273034491422
171,145.0,10.0,15515.625,-14.279521313245052
171,145.0,10.0,16078.125,-16.458692925972944
171,145.0,10.0,17250.0,-21.836643257667195
171,145.0,10.0,17765.625,-28.025866780377385
171,145.0,10.0,18046.875,-38.49354644080477
171,145.0,10.0,18140.625,-39.95517680191815
171,145.0,10.0,18515.625,-29.5680406305479
171,145.0,10.0,18796.875,-27.647956874477995
171,145.0,10.0,19546.875,-31.39993151226335
171,145.0,10.0,19781.25,-30.856465325393824
171,145.0,10.0,19968.75,-32.08764751899645
172,145.0,0.0,0.0,-22.129314255000462
172,145.0,0.0,187.5,-13.553668625969406
